dstport,protocol,tag
47871,icmp,monitoring
60957,icmp,sv_P4
36066,tcp,sv_P4
32162,udp,web
53982,icmp,db
60126,icmp,sv_P2
17940,udp,monitoring
54469,udp,sv_P4
55538,tcp,db
58482,icmp,vpn
55371,udp,sv_P4
55148,udp,web
47245,icmp,web
60346,udp,monitoring
978,tcp,vpn
64711,icmp,vpn
12579,tcp,web
60795,udp,sv_P5
25812,udp,sv_P4
50829,udp,web
19039,icmp,sv_P2
422,tcp,monitoring
30689,udp,SV_P3
28469,tcp,sv_P5
53731,udp,vpn
971,icmp,SV_P3
57734,icmp,web
49179,tcp,vpn
17580,icmp,sv_P4
49708,udp,db
18482,icmp,sv_P4
1924,udp,db
61196,udp,web
35797,icmp,web
16213,icmp,monitoring
48891,icmp,db
36160,tcp,email
57299,icmp,sv_P5
22536,tcp,sv_P4
61075,udp,SV_P3
60582,tcp,sv_P2
1500,tcp,vpn
4216,icmp,SV_P3
14028,tcp,sv_P2
40582,tcp,monitoring
18170,tcp,monitoring
43657,udp,sv_P5
2402,tcp,vpn
5877,udp,email
22607,tcp,sv_P2
33117,icmp,SV_P3
60287,tcp,sv_P5
9598,icmp,vpn
60487,udp,email
20105,tcp,email
45529,icmp,sv_P1
11547,tcp,db
62916,tcp,sv_P2
55389,icmp,db
63697,tcp,web
63818,tcp,sv_P2
48931,tcp,db
15752,icmp,sv_P2
25795,udp,db
48420,udp,SV_P3
44836,udp,sv_P1
60770,icmp,sv_P1
6323,tcp,email
51546,tcp,monitoring
37616,icmp,db
35268,icmp,sv_P5
10909,tcp,monitoring
12829,udp,db
33611,udp,sv_P4
34769,tcp,sv_P5
48480,icmp,sv_P5
6742,tcp,db
54294,tcp,sv_P5
23411,icmp,sv_P4
12293,udp,sv_P1
13657,tcp,sv_P5
40597,icmp,monitoring
19369,udp,db
56277,udp,db
26903,udp,email
18911,icmp,web
56228,tcp,sv_P1
29087,udp,monitoring
4548,udp,sv_P1
12869,icmp,email
7267,tcp,monitoring
57985,tcp,monitoring
13752,udp,web
20318,tcp,sv_P4
27663,icmp,web
47783,icmp,db
22063,tcp,web
32581,icmp,sv_P2
52913,udp,sv_P1
64302,icmp,sv_P5
47748,tcp,SV_P3
25822,udp,db
43555,udp,web
30186,icmp,sv_P2
8482,tcp,SV_P3
8376,tcp,sv_P1
18986,tcp,monitoring
48914,tcp,vpn
42549,udp,sv_P5
50047,udp,vpn
7672,udp,sv_P2
17195,udp,SV_P3
27371,tcp,sv_P1
18938,udp,sv_P1
14185,icmp,SV_P3
40176,tcp,SV_P3
27967,icmp,sv_P5
58345,icmp,monitoring
21844,tcp,db
46181,icmp,sv_P1
12876,udp,SV_P3
7988,tcp,monitoring
33372,tcp,sv_P4
41587,icmp,monitoring
52223,tcp,SV_P3
3962,tcp,web
56475,tcp,monitoring
52775,udp,sv_P5
12593,udp,email
18696,icmp,sv_P2
35488,icmp,sv_P1
45849,tcp,SV_P3
46921,udp,sv_P2
11356,tcp,vpn
12977,icmp,sv_P4
54033,icmp,web
38299,icmp,web
10323,icmp,db
53512,udp,sv_P4
63400,tcp,vpn
16543,tcp,email
3224,tcp,sv_P4
31968,udp,sv_P5
53945,udp,sv_P4
14555,udp,vpn
50485,udp,sv_P5
40242,udp,sv_P5
33583,udp,monitoring
58726,icmp,web
16693,udp,SV_P3
5835,tcp,sv_P2
18678,icmp,sv_P1
44774,icmp,vpn
28966,udp,web
35395,udp,SV_P3
46843,icmp,sv_P1
55278,tcp,SV_P3
7268,icmp,vpn
13575,tcp,SV_P3
26687,icmp,monitoring
19012,icmp,email
31017,icmp,email
36781,tcp,vpn
42889,icmp,monitoring
17760,icmp,sv_P2
11051,icmp,db
47534,tcp,monitoring
42016,udp,email
61346,icmp,sv_P1
26723,tcp,sv_P1
60586,tcp,sv_P5
10516,icmp,sv_P2
25868,udp,sv_P4
30149,udp,monitoring
37355,tcp,vpn
60691,tcp,sv_P2
35345,tcp,sv_P5
8329,tcp,monitoring
45747,icmp,db
16165,udp,sv_P2
2899,udp,db
13825,udp,monitoring
57882,tcp,monitoring
49009,icmp,db
21838,udp,SV_P3
47426,udp,sv_P2
47572,icmp,sv_P2
28114,udp,db
2669,udp,sv_P2
39882,tcp,web
22454,tcp,db
14325,icmp,web
53261,icmp,sv_P4
41806,icmp,monitoring
42460,tcp,monitoring
10199,tcp,sv_P1
51738,tcp,sv_P1
13174,icmp,monitoring
44824,udp,SV_P3
3322,tcp,SV_P3
11101,tcp,sv_P1
23004,tcp,SV_P3
15135,tcp,sv_P5
20179,icmp,sv_P4
45879,udp,db
40505,udp,SV_P3
60099,tcp,sv_P4
1438,icmp,monitoring
9050,tcp,monitoring
61516,tcp,web
49554,tcp,SV_P3
49204,udp,sv_P5
450,tcp,sv_P4
666,udp,web
28361,tcp,db
42803,tcp,db
38372,icmp,monitoring
8850,tcp,monitoring
53944,tcp,web
37418,tcp,db
11629,icmp,web
56911,tcp,web
31417,udp,SV_P3
7503,tcp,sv_P1
2971,udp,db
22235,tcp,email
1692,tcp,sv_P2
34017,udp,sv_P1
16394,tcp,sv_P1
53707,icmp,web
35522,tcp,sv_P5
20825,udp,sv_P5
53956,udp,db
64881,tcp,sv_P1
49484,udp,SV_P3
3729,icmp,web
1510,icmp,monitoring
10950,icmp,vpn
60871,udp,sv_P5
11604,tcp,vpn
25683,icmp,SV_P3
55971,tcp,vpn
2947,icmp,sv_P1
8641,tcp,web
24662,tcp,sv_P2
7759,udp,vpn
61983,tcp,db
39568,udp,sv_P4
4796,udp,web
13990,udp,sv_P1
44917,icmp,vpn
3157,udp,sv_P2
46650,tcp,sv_P5
12532,udp,sv_P4
42145,tcp,vpn
59113,udp,monitoring
8337,tcp,sv_P2
87,udp,SV_P3
21238,udp,vpn
62620,tcp,sv_P2
40803,icmp,monitoring
55781,udp,web
46465,udp,sv_P2
8422,tcp,db
63465,icmp,sv_P2
50504,icmp,db
33079,udp,vpn
2930,icmp,sv_P1
8436,udp,vpn
29529,tcp,sv_P5
59285,icmp,web
53712,tcp,sv_P2
9481,icmp,monitoring
52034,icmp,sv_P2
63087,tcp,sv_P1
40868,tcp,email
45236,icmp,email
41550,icmp,email
13396,tcp,SV_P3
29706,udp,sv_P4
41870,udp,monitoring
4322,udp,monitoring
21715,tcp,SV_P3
62979,udp,db
31608,udp,sv_P5
53959,icmp,sv_P1
59631,udp,sv_P4
3404,tcp,sv_P2
44529,tcp,monitoring
30897,udp,SV_P3
315,tcp,sv_P2
37112,tcp,monitoring
10246,udp,monitoring
44316,udp,sv_P2
36797,tcp,sv_P2
18442,tcp,db
59814,udp,sv_P4
59293,icmp,sv_P2
60510,icmp,monitoring
40297,icmp,sv_P4
54238,tcp,vpn
47088,udp,db
41714,udp,SV_P3
5148,tcp,web
37747,udp,db
22061,tcp,sv_P1
46133,tcp,SV_P3
13104,udp,db
56726,icmp,sv_P1
62262,udp,web
60964,tcp,SV_P3
33680,udp,sv_P4
34976,tcp,sv_P2
35132,tcp,sv_P1
39721,udp,monitoring
52118,udp,vpn
30159,icmp,sv_P1
4676,udp,sv_P1
1894,tcp,sv_P2
63267,icmp,sv_P2
18700,udp,db
50508,icmp,web
51032,tcp,SV_P3
5457,udp,sv_P5
23068,tcp,sv_P1
15374,tcp,web
60458,icmp,monitoring
21095,icmp,sv_P2
20887,udp,sv_P1
41948,udp,sv_P2
42125,tcp,SV_P3
24716,tcp,sv_P2
14146,icmp,sv_P4
47269,tcp,sv_P2
25825,tcp,db
19991,udp,email
22988,tcp,sv_P4
36011,icmp,db
12961,udp,web
13107,icmp,web
49082,icmp,db
14329,tcp,vpn
2467,tcp,sv_P1
23754,icmp,vpn
26929,tcp,web
15588,icmp,sv_P2
40612,tcp,email
9706,icmp,sv_P5
43847,udp,sv_P4
10925,tcp,sv_P5
20931,udp,sv_P1
45881,tcp,sv_P2
33774,icmp,vpn
35189,icmp,sv_P4
49777,udp,email
30486,udp,email
29978,icmp,sv_P2
40123,tcp,SV_P3
43366,tcp,sv_P2
11027,udp,web
29120,tcp,vpn
57885,udp,monitoring
388,tcp,SV_P3
14772,udp,sv_P4
36224,udp,sv_P2
63112,tcp,email
24497,icmp,sv_P5
28094,icmp,db
37113,tcp,sv_P1
57502,udp,SV_P3
65482,tcp,sv_P4
25137,tcp,email
10249,tcp,sv_P2
60055,tcp,sv_P1
2447,udp,db
56312,icmp,sv_P1
50267,icmp,sv_P5
31778,icmp,email
25377,tcp,sv_P1
27578,icmp,SV_P3
56831,icmp,db
51195,udp,sv_P1
53057,icmp,vpn
2033,udp,sv_P1
53959,icmp,vpn
47915,icmp,sv_P4
37964,tcp,sv_P2
34823,tcp,sv_P1
17221,udp,sv_P2
2714,udp,email
20919,tcp,web
64559,icmp,db
64371,icmp,SV_P3
63179,tcp,sv_P2
55148,udp,vpn
50249,icmp,sv_P4
10564,udp,email
38332,tcp,email
40219,tcp,web
31065,tcp,db
58893,tcp,sv_P5
29461,udp,sv_P5
52018,icmp,sv_P4
33937,udp,web
22789,icmp,sv_P1
28353,tcp,SV_P3
17519,udp,monitoring
9294,udp,web
36209,udp,SV_P3
35855,icmp,monitoring
31167,udp,sv_P4
33419,tcp,SV_P3
26884,icmp,sv_P5
48764,tcp,sv_P2
52244,tcp,email
1119,tcp,web
52290,icmp,SV_P3
2142,tcp,sv_P2
57184,icmp,monitoring
59151,udp,sv_P5
55053,tcp,SV_P3
52576,icmp,sv_P5
60352,tcp,sv_P5
55430,icmp,SV_P3
10875,udp,web
62657,udp,web
16524,tcp,web
46960,tcp,web
37635,tcp,sv_P5
62040,udp,sv_P5
48869,udp,vpn
55589,udp,monitoring
49322,icmp,sv_P4
47803,udp,vpn
37706,icmp,vpn
60482,udp,monitoring
42176,icmp,sv_P5
15487,udp,sv_P1
50831,tcp,monitoring
46618,udp,sv_P5
41329,tcp,sv_P4
24373,tcp,sv_P2
27789,tcp,sv_P1
43773,icmp,sv_P1
7928,tcp,web
22557,tcp,db
39431,tcp,SV_P3
60903,udp,db
48794,icmp,sv_P1
14812,tcp,db
55504,tcp,sv_P1
53826,tcp,vpn
65266,icmp,sv_P1
50738,icmp,sv_P5
11778,tcp,sv_P1
39944,udp,monitoring
15515,tcp,db
14230,icmp,sv_P2
59656,udp,web
6703,icmp,SV_P3
923,icmp,sv_P4
41438,tcp,monitoring
12077,icmp,db
55677,udp,monitoring
56259,icmp,email
21488,udp,vpn
46142,icmp,SV_P3
62002,tcp,sv_P1
13046,tcp,sv_P1
44065,tcp,web
41417,tcp,sv_P4
40691,udp,email
49580,tcp,sv_P2
21365,udp,monitoring
14080,udp,vpn
19047,tcp,sv_P4
21890,icmp,sv_P2
7234,tcp,sv_P1
1015,udp,web
56785,tcp,vpn
42653,udp,vpn
29628,udp,sv_P1
42400,tcp,sv_P5
8005,udp,web
53230,udp,web
3511,icmp,sv_P5
46420,tcp,vpn
814,tcp,db
13304,udp,sv_P1
12819,tcp,db
65096,udp,sv_P2
54170,tcp,SV_P3
39001,icmp,db
62460,tcp,sv_P4
54572,tcp,monitoring
5301,tcp,sv_P2
32874,udp,sv_P2
51207,udp,db
28230,udp,db
15539,udp,vpn
49633,icmp,email
2989,udp,db
55573,udp,web
12016,icmp,vpn
63700,icmp,SV_P3
14616,icmp,monitoring
48606,icmp,SV_P3
37362,udp,email
24676,icmp,sv_P5
58935,udp,db
9566,icmp,web
21815,tcp,db
47423,icmp,email
13918,tcp,monitoring
47871,udp,SV_P3
40760,udp,monitoring
12696,udp,sv_P4
50489,icmp,sv_P1
9299,udp,SV_P3
302,icmp,sv_P5
62229,tcp,web
22016,icmp,monitoring
55354,udp,db
12673,icmp,monitoring
42340,tcp,sv_P2
50505,tcp,monitoring
47811,udp,web
40449,tcp,sv_P5
5979,udp,monitoring
26861,icmp,sv_P2
54050,tcp,sv_P5
55205,udp,vpn
35232,udp,sv_P4
21225,icmp,SV_P3
9508,udp,web
13627,icmp,sv_P1
9342,icmp,sv_P5
47867,icmp,db
45886,udp,sv_P5
2975,udp,sv_P1
21844,icmp,email
12981,icmp,db
65211,tcp,db
4838,tcp,email
44043,udp,vpn
33103,udp,monitoring
42862,icmp,email
37141,udp,sv_P4
38901,udp,sv_P4
7540,icmp,monitoring
63293,icmp,sv_P2
61229,icmp,sv_P5
45669,tcp,db
16905,icmp,sv_P4
57083,icmp,sv_P2
10539,udp,sv_P1
45521,udp,sv_P1
27382,udp,db
21348,udp,sv_P5
4330,udp,sv_P5
30211,icmp,sv_P2
58629,tcp,sv_P4
1163,icmp,web
5630,udp,sv_P2
23753,tcp,sv_P2
59702,icmp,sv_P1
33086,udp,monitoring
31494,tcp,email
33666,icmp,monitoring
19431,icmp,SV_P3
13379,tcp,sv_P5
48100,tcp,sv_P4
65134,icmp,SV_P3
25762,icmp,sv_P1
45532,udp,web
61791,udp,vpn
57710,tcp,sv_P4
26518,udp,sv_P1
14405,icmp,db
28279,udp,sv_P5
40447,udp,sv_P1
16690,tcp,db
35521,icmp,sv_P2
486,icmp,sv_P1
18512,icmp,SV_P3
49877,tcp,db
10729,icmp,sv_P1
27298,udp,sv_P4
10073,udp,sv_P5
51245,icmp,sv_P5
43362,tcp,db
11430,udp,email
29189,udp,sv_P1
39978,icmp,sv_P5
40956,tcp,monitoring
36469,tcp,sv_P4
33675,udp,SV_P3
26467,udp,sv_P2
46700,icmp,sv_P4
34580,udp,email
51719,tcp,web
30926,icmp,monitoring
11407,udp,sv_P4
43751,tcp,email
42933,icmp,email
38288,icmp,sv_P2
38939,icmp,SV_P3
33449,udp,sv_P1
32896,tcp,sv_P2
7818,udp,sv_P5
44753,udp,monitoring
40092,icmp,sv_P2
55634,tcp,email
53379,udp,sv_P4
23108,tcp,email
36612,icmp,db
43678,icmp,email
35456,icmp,vpn
38704,udp,db
54834,tcp,SV_P3
14132,icmp,sv_P5
4995,tcp,SV_P3
39123,tcp,sv_P4
5097,tcp,sv_P1
52376,icmp,sv_P5
3331,icmp,db
1230,tcp,web
59982,icmp,SV_P3
51770,udp,sv_P2
19121,tcp,db
24251,tcp,monitoring
63499,tcp,sv_P1
15042,icmp,sv_P4
38274,udp,sv_P2
39575,tcp,sv_P4
53133,tcp,sv_P5
54190,udp,SV_P3
22899,tcp,monitoring
40115,tcp,sv_P2
54740,tcp,sv_P2
58523,tcp,monitoring
54106,icmp,vpn
8942,udp,email
60887,udp,SV_P3
56812,tcp,web
54609,tcp,sv_P5
2958,udp,vpn
28500,udp,monitoring
31147,tcp,web
50527,icmp,sv_P1
16683,udp,sv_P4
15306,tcp,sv_P4
47422,udp,db
56771,udp,vpn
12738,udp,web
5539,tcp,sv_P4
2961,icmp,sv_P4
39050,tcp,SV_P3
34558,icmp,db
17558,udp,db
58107,udp,vpn
42623,udp,email
12222,icmp,vpn
58783,icmp,vpn
40580,icmp,sv_P2
36869,icmp,web
52288,udp,vpn
22664,tcp,sv_P1
17142,udp,vpn
287,udp,email
46670,tcp,vpn
1916,udp,monitoring
62132,icmp,db
6036,udp,monitoring
35846,icmp,SV_P3
33489,tcp,sv_P2
29224,tcp,SV_P3
2227,tcp,sv_P4
14372,tcp,sv_P5
27670,tcp,sv_P2
3231,udp,sv_P4
14068,tcp,sv_P1
27207,icmp,web
17448,icmp,sv_P5
17213,udp,db
12985,tcp,web
27529,udp,web
62107,icmp,sv_P4
36313,tcp,email
40126,tcp,web
9708,udp,vpn
12983,udp,sv_P5
29417,icmp,sv_P1
49484,udp,monitoring
39443,icmp,db
64834,tcp,db
13527,icmp,sv_P2
28791,udp,db
36992,udp,sv_P1
53044,icmp,db
63447,udp,sv_P2
31581,tcp,sv_P5
30426,tcp,db
64931,tcp,sv_P4
38005,icmp,sv_P1
11585,icmp,web
43801,udp,web
5000,tcp,email
886,icmp,vpn
29479,tcp,email
46490,udp,sv_P2
62846,udp,sv_P4
9774,tcp,sv_P4
17989,icmp,monitoring
8326,udp,web
61895,udp,sv_P2
63997,tcp,web
37131,udp,web
3276,tcp,vpn
12093,tcp,web
60494,icmp,vpn
43694,tcp,monitoring
26338,icmp,db
43637,icmp,monitoring
53775,tcp,email
41562,tcp,vpn
39497,icmp,sv_P4
16663,udp,SV_P3
44975,icmp,email
26405,tcp,sv_P1
62413,udp,db
1288,udp,db
19437,udp,sv_P2
16294,udp,vpn
27116,icmp,email
17468,icmp,web
29923,tcp,db
46143,icmp,SV_P3
30903,tcp,email
41806,icmp,sv_P2
62663,tcp,monitoring
53950,icmp,web
54185,tcp,sv_P4
1393,udp,db
21495,tcp,sv_P1
65421,tcp,web
40388,tcp,SV_P3
11990,tcp,sv_P1
4913,udp,email
8091,icmp,sv_P2
59213,tcp,email
57025,icmp,vpn
61591,udp,sv_P4
9701,tcp,SV_P3
8333,tcp,email
57286,tcp,SV_P3
43569,udp,sv_P2
17451,icmp,web
50276,tcp,sv_P1
10341,tcp,sv_P2
39776,udp,sv_P4
35452,udp,monitoring
18866,tcp,db
26531,icmp,db
25348,tcp,sv_P5
50638,tcp,db
61866,udp,email
33594,udp,sv_P1
60495,udp,email
15657,udp,web
49577,udp,db
43552,udp,sv_P2
43138,udp,monitoring
16357,udp,db
63462,udp,email
7724,icmp,vpn
6167,udp,sv_P1
21917,tcp,email
58095,icmp,sv_P4
13896,udp,sv_P2
26506,icmp,sv_P4
2695,udp,db
44922,udp,sv_P4
24340,tcp,db
23194,icmp,web
27083,udp,monitoring
1377,udp,vpn
29748,udp,vpn
65530,tcp,email
36857,udp,web
58421,udp,monitoring
14750,udp,monitoring
19631,udp,web
25280,tcp,web
33513,icmp,vpn
24437,tcp,sv_P4
8526,icmp,sv_P5
60002,tcp,web
1996,udp,sv_P2
28790,icmp,web
56464,udp,email
49459,udp,sv_P2
36773,tcp,SV_P3
8813,udp,sv_P5
24818,udp,sv_P2
70,icmp,SV_P3
21268,icmp,sv_P4
21667,icmp,sv_P2
14577,icmp,email
65001,icmp,sv_P5
39485,icmp,web
56782,tcp,sv_P4
25611,tcp,SV_P3
43475,udp,sv_P1
61264,icmp,web
31233,icmp,db
58916,icmp,monitoring
58729,udp,db
3796,tcp,SV_P3
40508,icmp,sv_P5
188,tcp,sv_P5
4939,tcp,sv_P4
21912,icmp,sv_P1
39896,tcp,sv_P2
39425,udp,sv_P1
61174,tcp,SV_P3
26860,tcp,sv_P5
51182,tcp,sv_P2
3107,icmp,sv_P5
1896,icmp,monitoring
34615,udp,email
57854,tcp,monitoring
2820,tcp,vpn
33199,icmp,monitoring
52792,udp,sv_P2
12786,udp,db
14749,tcp,db
1295,icmp,sv_P2
9375,tcp,SV_P3
52805,tcp,SV_P3
37816,udp,email
43465,tcp,email
35809,tcp,db
32741,icmp,email
9218,tcp,SV_P3
26380,tcp,vpn
60140,icmp,monitoring
30579,tcp,sv_P4
12545,icmp,sv_P2
12272,tcp,web
44882,udp,sv_P1
23417,tcp,web
64572,udp,sv_P2
33937,tcp,sv_P4
28863,icmp,monitoring
59014,udp,monitoring
30979,udp,SV_P3
23353,icmp,sv_P5
6210,udp,email
50679,tcp,sv_P2
27693,tcp,sv_P5
24480,udp,sv_P4
27804,udp,sv_P2
52316,udp,sv_P5
24112,tcp,sv_P2
49776,tcp,sv_P1
12538,icmp,monitoring
51643,icmp,vpn
30200,tcp,sv_P2
48170,udp,sv_P2
31536,icmp,email
49063,udp,sv_P5
49617,udp,sv_P4
56463,udp,SV_P3
5897,tcp,sv_P5
44758,tcp,monitoring
53867,udp,db
59534,icmp,SV_P3
26780,icmp,SV_P3
44986,tcp,vpn
51458,tcp,sv_P4
16007,icmp,sv_P1
23583,icmp,vpn
26758,tcp,web
15362,tcp,monitoring
1272,tcp,sv_P4
3736,icmp,monitoring
11748,udp,sv_P1
47794,udp,vpn
59829,udp,web
32011,tcp,db
2714,tcp,sv_P2
39850,tcp,email
47366,tcp,sv_P1
31618,icmp,sv_P4
2899,tcp,email
51852,tcp,SV_P3
2738,udp,SV_P3
33520,icmp,sv_P5
21251,tcp,web
2660,tcp,db
3532,udp,vpn
55216,udp,SV_P3
3821,icmp,sv_P1
47258,udp,db
5134,tcp,SV_P3
9069,udp,sv_P1
44095,icmp,SV_P3
41804,tcp,db
30003,tcp,web
36678,icmp,SV_P3
53595,udp,monitoring
47618,icmp,monitoring
53271,udp,sv_P5
53419,udp,web
10114,tcp,sv_P2
44531,tcp,sv_P2
54749,tcp,web
24945,tcp,sv_P2
28322,udp,vpn
11465,udp,monitoring
23884,udp,sv_P2
57165,tcp,email
44648,icmp,sv_P5
40460,icmp,sv_P2
21091,udp,sv_P5
47680,tcp,SV_P3
33259,udp,sv_P4
26956,tcp,db
8953,udp,email
56247,icmp,SV_P3
56231,udp,web
42418,icmp,sv_P4
40940,tcp,sv_P1
51758,tcp,sv_P2
7720,udp,monitoring
27603,tcp,monitoring
53527,icmp,email
64395,udp,monitoring
32543,tcp,sv_P4
10680,icmp,db
41540,tcp,SV_P3
3848,udp,sv_P5
60076,udp,monitoring
14030,icmp,sv_P4
57914,icmp,web
12743,tcp,web
22039,icmp,monitoring
34852,icmp,email
44928,icmp,SV_P3
34046,tcp,sv_P2
15657,icmp,email
53130,icmp,db
25308,udp,sv_P2
61946,udp,sv_P1
10655,icmp,sv_P4
5890,icmp,email
13629,udp,email
48852,icmp,monitoring
47585,tcp,sv_P1
25342,udp,sv_P4
23969,udp,vpn
37729,tcp,vpn
53894,udp,vpn
65086,udp,sv_P1
19201,icmp,sv_P1
30662,tcp,sv_P5
20428,tcp,sv_P2
45661,udp,monitoring
59367,icmp,vpn
15672,udp,sv_P5
44327,tcp,monitoring
12055,tcp,db
41911,udp,sv_P5
22924,icmp,monitoring
57160,udp,web
30184,udp,sv_P2
3800,udp,SV_P3
53024,tcp,sv_P2
8329,icmp,email
54419,udp,SV_P3
48718,icmp,sv_P4
40245,icmp,sv_P2
63095,tcp,sv_P1
58636,udp,web
44254,udp,sv_P5
35917,icmp,sv_P5
62231,icmp,db
10283,icmp,db
49072,icmp,vpn
45156,udp,sv_P5
51359,tcp,sv_P1
51166,icmp,web
60132,icmp,sv_P4
34481,tcp,sv_P5
49175,udp,email
17217,udp,sv_P1
48394,tcp,web
27808,udp,sv_P5
35180,udp,sv_P5
54066,udp,monitoring
62225,udp,sv_P5
5831,tcp,web
20974,udp,SV_P3
11986,icmp,sv_P2
27107,tcp,sv_P4
41205,icmp,vpn
45852,tcp,sv_P1
50428,icmp,sv_P1
13378,icmp,email
37006,tcp,SV_P3
33581,tcp,monitoring
27711,icmp,sv_P1
55810,tcp,sv_P5
4276,icmp,sv_P5
17098,tcp,sv_P1
4361,tcp,email
9695,udp,db
19323,icmp,db
21816,udp,web
51509,tcp,SV_P3
32784,tcp,monitoring
47342,icmp,SV_P3
11554,icmp,SV_P3
27756,icmp,SV_P3
45835,tcp,sv_P1
22259,tcp,sv_P5
6956,tcp,vpn
43051,tcp,sv_P4
53832,icmp,monitoring
20932,udp,monitoring
27896,udp,sv_P5
14124,tcp,sv_P4
10261,tcp,email
27861,icmp,SV_P3
11289,tcp,SV_P3
44305,icmp,sv_P5
51767,udp,SV_P3
63638,icmp,db
15060,icmp,monitoring
7444,udp,SV_P3
16376,icmp,sv_P2
11381,udp,sv_P2
16559,udp,sv_P1
4328,icmp,sv_P1
15037,icmp,vpn
7000,icmp,sv_P2
39513,icmp,monitoring
14838,udp,email
24152,tcp,sv_P5
36553,icmp,web
42105,udp,SV_P3
30094,tcp,SV_P3
43258,udp,sv_P2
55254,udp,sv_P5
31680,icmp,SV_P3
5103,udp,sv_P5
21972,tcp,db
28845,tcp,sv_P5
29536,icmp,sv_P2
14593,icmp,monitoring
57691,icmp,sv_P1
50393,tcp,monitoring
9102,icmp,monitoring
24383,icmp,sv_P5
29481,tcp,monitoring
46631,icmp,sv_P5
18803,icmp,db
4930,udp,web
10210,udp,sv_P4
62234,tcp,monitoring
43357,tcp,sv_P2
27700,tcp,sv_P4
7990,icmp,sv_P2
22008,tcp,vpn
8681,udp,email
62176,tcp,vpn
6864,udp,sv_P2
42095,udp,db
40311,icmp,web
35503,udp,db
65060,udp,email
16444,icmp,vpn
37978,udp,web
3254,icmp,sv_P5
19718,tcp,vpn
38201,udp,sv_P4
60243,udp,sv_P1
28508,udp,monitoring
38592,udp,sv_P1
21885,udp,db
2594,udp,db
33979,udp,sv_P5
6742,icmp,sv_P1
42461,udp,sv_P4
56825,icmp,SV_P3
44964,tcp,sv_P2
36591,tcp,db
32702,udp,db
28171,icmp,email
37822,udp,sv_P2
50288,icmp,monitoring
22265,tcp,SV_P3
45987,udp,monitoring
22892,udp,db
58543,icmp,sv_P5
59898,icmp,monitoring
25305,icmp,web
17760,udp,sv_P5
6843,tcp,SV_P3
17771,icmp,email
62562,tcp,sv_P2
27555,tcp,web
7118,udp,SV_P3
12116,tcp,sv_P2
28457,tcp,web
44628,icmp,db
53313,icmp,web
33587,udp,db
34357,udp,vpn
18287,udp,db
23950,udp,vpn
4541,icmp,SV_P3
64003,icmp,email
19165,icmp,web
20692,tcp,vpn
38946,tcp,web
59609,icmp,db
58019,icmp,vpn
44037,icmp,email
36700,udp,vpn
5113,udp,sv_P1
6711,icmp,SV_P3
36040,icmp,vpn
65067,tcp,email
47521,icmp,SV_P3
32152,udp,SV_P3
59760,tcp,sv_P4
24194,udp,db
41701,icmp,web
16449,udp,db
954,tcp,web
25360,tcp,db
52609,tcp,monitoring
1410,udp,sv_P4
31335,udp,sv_P1
57631,tcp,monitoring
43851,udp,sv_P4
45828,udp,db
40348,udp,sv_P1
7847,icmp,sv_P2
31854,udp,db
25966,icmp,sv_P5
58910,udp,sv_P1
44528,icmp,sv_P5
34574,icmp,monitoring
31339,udp,monitoring
63073,icmp,SV_P3
15642,tcp,monitoring
42551,icmp,web
59789,icmp,monitoring
15017,udp,email
52969,udp,sv_P1
4920,tcp,sv_P2
65183,tcp,db
62725,icmp,sv_P1
17510,tcp,vpn
16692,icmp,vpn
48808,tcp,sv_P1
61159,tcp,sv_P5
33653,udp,sv_P5
62407,tcp,vpn
23363,udp,db
6676,tcp,vpn
14554,udp,sv_P2
7196,icmp,sv_P1
11130,tcp,web
9271,icmp,sv_P2
47410,tcp,db
16435,udp,sv_P1
55965,tcp,SV_P3
18856,udp,SV_P3
545,udp,sv_P2
12193,udp,sv_P4
1725,icmp,sv_P5
42118,udp,sv_P4
61066,tcp,sv_P1
7144,udp,db
49352,icmp,sv_P5
15401,icmp,db
57525,udp,sv_P5
7022,udp,db
21639,udp,sv_P4
41009,tcp,vpn
60345,tcp,sv_P5
27023,icmp,vpn
45587,icmp,sv_P1
6175,udp,sv_P1
57490,icmp,SV_P3
49475,udp,sv_P5
30110,icmp,db
47607,tcp,monitoring
46839,udp,web
61952,tcp,sv_P2
25044,tcp,sv_P2
48509,tcp,monitoring
51226,icmp,sv_P2
20725,icmp,email
51855,tcp,web
62227,udp,sv_P2
47124,udp,sv_P5
39547,tcp,sv_P2
43129,udp,monitoring
15558,tcp,email
51140,tcp,email
6217,tcp,email
25361,udp,db
39943,icmp,web
58617,icmp,sv_P5
23753,icmp,vpn
49858,icmp,web
31060,tcp,vpn
47107,udp,sv_P5
28570,tcp,email
34017,icmp,sv_P4
8446,udp,db
51526,tcp,sv_P5
17306,udp,SV_P3
57346,udp,monitoring
45511,tcp,email
16471,icmp,web
52558,tcp,sv_P1
59584,udp,monitoring
14150,udp,monitoring
61343,tcp,sv_P4
39861,icmp,vpn
54769,icmp,monitoring
13420,udp,SV_P3
62493,icmp,sv_P4
20682,tcp,sv_P5
287,udp,sv_P1
11664,icmp,db
24498,tcp,sv_P1
13665,tcp,sv_P2
9021,tcp,db
29994,udp,sv_P1
53774,udp,email
36218,tcp,sv_P2
23948,udp,sv_P4
43426,tcp,SV_P3
1694,tcp,sv_P4
